idx,knowcode
4479,151108
4483,212101
4495,23301
4496,884201
4497,511101
4498,221301
4500,14301
4511,531701
4516,23101
4528,411202
4532,826401
4538,14103
4552,811601
4556,821101
4557,211101
4558,307501
4559,14301
4564,231301
4568,221201
4570,306601
4571,159104
4576,306601
4579,14103
4583,306904
4592,511301
4593,306301
4598,211101
4600,511101
4603,301103
4611,155203
4614,13202
4615,811901
4619,823301
4622,301004
4627,212101
4633,306701
4636,33201
4640,903101
4641,511401
4647,23401
4650,306201
4653,705902
4671,871101
4680,154201
4684,212101
4699,621301
4704,413101
4721,415404
4731,531601
4736,821101
4737,306401
4738,416105
4752,303001
4753,541101
4754,885201
4775,307501
4780,231401
4782,415404
4783,871101
4785,23201
4788,158201
4789,884101
4797,155301
4800,622304
4805,621202
4806,511101
4807,414201
4811,885201
4829,531201
4833,420301
4835,615203
4836,307501
4837,512301
4844,531601
4846,306701
4854,306601
4871,307101
4878,132004
4891,306902
4904,413201
4909,622304
4912,531201
4913,812101
4917,212101
4920,531601
4927,531201
4930,622304
4933,612501
4935,702401
4943,622304
4945,212101
4953,301004
4956,28203
4958,622304
4967,29202
4968,12201
4969,621202
4971,612501
4974,29203
4975,212101
4978,140204
4980,14103
4981,221201
4983,621202
4991,231201
4999,307501
5002,22201
5009,211101
5013,420402
5017,413101
5018,231301
5019,307101
5033,212101
5036,705902
5041,306101
5054,702101
5061,531601
5063,212101
5064,623001
5066,155203
5076,302001
5081,306401
5083,811401
5084,31501
5086,13701
5090,420402
5092,231401
5093,301110
5097,232101
5104,23301
5110,306701
5117,232101
5131,511501
5142,231301
5144,307601
5145,22201
5147,306501
5174,221301
5183,531701
5184,132004
5185,23201
5187,612101
5189,140601
5190,306502
5193,31301
5194,28203
5196,212101
5201,214201
5219,415404
5221,29902
5227,212101
5228,512301
5229,23403
5233,212101
5254,23201
5255,416105
5260,306201
5271,306903
5272,612101
5274,307501
5278,307401
5279,301004
5294,841101
5299,811601
5303,306101
5319,212901
5322,301108
5347,306601
5350,306904
5351,415101
5356,621401
5365,811601
5377,231401
5378,140204
5388,306301
5390,301113
5395,301107
5398,134101
5401,212101
5408,140201
5413,21001
5418,531501
5419,521304
5420,705901
5421,621101
5428,414901
5429,140201
5435,28203
5438,621403
5439,140301
5449,621202
5453,882201
5454,531301
5455,23301
5457,301108
5458,140204
5460,414201
5462,306904
5464,155203
5465,303001
5468,624301
5475,811601
5477,415201
5482,32501
5494,240201
5497,158201
5504,531701
5512,531201
5524,885201
5526,531501
5553,33202
5556,415201
5579,159104
5582,812301
5585,531601
5586,232101
5590,531501
5591,813201
5594,240201
5597,812401
5605,835201
5607,122104
5611,307301
5618,306101
5619,232101
5624,307501
5629,140701
5636,214301
5639,306401
5640,301004
5649,413101
5655,420402
5656,531401
5660,511101
5671,307501
5676,221201
5681,23101
5690,211101
5693,212101
5694,307601
5695,221401
5696,131201
5701,621901
5703,155203
5720,306502
5721,622304
5743,212101
5748,306501
5751,811901
5752,301107
5753,159104
5758,214101
5759,301004
5762,811201
5767,231401
5776,521304
5779,624201
5782,612501
5793,301110
5801,24404
5803,306601
5808,622201
5815,884201
5816,221401
5818,416105
5820,415202
5825,420301
5832,31501
5836,159104
5840,212101
5841,232101
5843,31302
5852,158501
5854,157101
5859,221201
5860,302001
5874,416105
5875,28203
5877,884201
5878,303001
5880,140204
5884,306903
5890,23401
5894,622304
5900,221401
5906,29202
5910,158501
5915,231301
5916,863201
5922,307501
5925,531201
5926,521201
5941,811601
5946,159104
5950,884201
5951,307401
5952,29203
5961,132004
5962,22201
5966,131201
5967,521304
5972,413201
5974,211101
5979,32301
5983,211101
5999,140301
6003,621202
6009,531401
6011,415101
6012,623002
6014,14301
6020,32501
6022,14301
6025,28203
6026,705201
6029,411202
6030,212101
6032,221201
6033,306301
6047,211101
6055,231201
6060,153106
6064,306101
6071,23101
6072,301004
6074,212101
6085,306501
6088,621101
6091,231401
6095,23201
6097,132002
6098,131101
6099,622304
6103,541101
6105,884201
6118,521303
6131,705901
6133,212101
6136,140701
6137,155303
6141,705901
6143,155305
6148,31101
6149,33201
6162,301106
6185,212101
6186,301101
6188,221401
6194,13202
6195,811501
6198,622304
6199,420402
6200,132004
6201,307501
6207,31301
6216,303001
6226,511501
6227,420402
6233,621202
6236,411202
6239,621101
6240,307301
6241,812301
6249,31301
6253,231401
6255,301103
6261,811601
6271,159104
6277,621401
6280,23201
6297,221101
6300,512102
6302,301004
6304,307601
6305,31501
6307,301004
6308,835201
6309,155305
6314,413202
6318,701701
6320,306601
6321,623002
6326,885201
6328,23402
6329,23401
6331,885101
6335,140502
6336,211101
6337,307501
6338,211101
6341,153203
6353,511501
6357,306903
6361,811201
6362,511401
6370,420402
6375,306901
6377,621101
6379,153202
6381,420402
6383,221201
6387,306903
6391,136001
6392,22201
6395,511301
6397,814001
6399,23201
6403,416105
6409,420401
6410,705902
6414,415101
6423,24404
6432,212101
6433,155501
6434,32501
6435,212101
6439,155303
6443,211101
6444,415101
6446,863101
6449,413201
6453,232101
6454,28301
6455,306502
6456,622304
6461,623002
6465,307601
6472,512301
6486,231401
6489,624201
6490,531701
6498,140206
6500,155303
6504,872101
6506,420301
6507,622304
6517,307401
6518,622101
6520,306501
6541,212101
6542,23402
6561,416205
6563,705902
6570,811601
6573,622304
6580,512101
6581,154103
6584,212101
6585,13202
6591,140206
6595,31301
6597,306901
6599,140701
6609,155303
6616,31302
6619,621102
6621,531701
6622,140701
6631,31101
6636,306701
6638,413201
6639,531401
6640,133204
6646,306701
6647,151108
6656,612101
6662,23101
6663,23301
6666,702201
6667,811201
6671,306501
6676,511401
6677,140206
6678,702201
6679,307501
6696,22201
6699,521201
6711,301004
6715,232101
6720,140701
6727,531201
6737,132004
6740,622201
6744,240201
6745,301112
6746,813201
6751,622201
6760,23402
6771,623002
6774,29902
6776,511401
6792,22201
6797,812301
6798,623002
6801,13203
6805,212101
6806,134201
6808,885101
6817,305001
6821,415404
6827,302001
6828,702401
6833,884201
6834,301004
6837,158501
6845,621101
6847,306501
6848,231301
6859,13305
6860,622304
6861,415404
6865,812401
6890,23402
6893,521304
6901,307301
6906,812301
6913,301004
6915,212101
6918,420101
6926,26201
6927,531701
6934,211101
6937,13202
6950,212101
6974,301106
6981,702502
6997,622304
7000,306902
7002,621101
7003,301004
7012,841101
7020,211101
7023,623002
7032,420403
7037,155305
7038,420401
7039,701701
7045,903101
7048,301107
7050,121105
7057,307601
7059,212101
7064,811601
7070,31501
7074,212101
7085,23301
7089,622304
7096,301112
7108,550201
7110,132004
7112,420402
7115,882201
7119,212101
7120,702101
7122,301103
7123,153202
7125,306401
7128,705902
7142,306501
7143,212101
7146,415404
7150,702101
7161,301101
7169,812401
7189,23401
7191,212101
7198,307101
7204,511402
7208,621403
7221,23301
7228,23301
7231,512301
7238,306501
7239,826401
7241,14103
7248,621403
7259,812301
7266,621101
7267,853101
7268,140204
7271,154103
7273,306401
7275,305001
7278,623002
7280,13202
7283,414201
7299,221401
7309,155303
7310,240101
7313,14301
7326,140502
7327,306901
7328,306401
7336,231301
7345,301103
7348,214201
7355,211101
7356,307401
7359,622101
7369,521304
7371,305001
7372,23402
7373,811401
7374,23301
7377,622304
7383,415502
7384,221201
7388,904201
7390,415202
7392,153106
7395,301004
7410,306601
7416,29202
7417,415404
7419,306904
7420,303001
7423,622304
7425,306701
7429,701701
7430,561501
7434,612501
7444,211101
7449,31403
7454,413201
7459,863101
7467,301101
7469,110105
7470,307101
7480,23402
7484,415404
7486,811401
7487,301004
7489,705902
7491,705901
7492,214301
7495,415101
7496,302001
7497,213001
7498,531501
7505,140207
7522,702401
7525,612101
7526,213001
7540,705901
7544,705902
7547,14301
7554,811401
7558,307401
7580,550101
7582,221101
7584,413101
7588,221401
7590,622304
7598,14301
7605,140206
7607,212101
7610,140206
7617,621101
7620,307401
7625,621102
7626,31501
7627,307101
7628,212101
7629,13305
7630,301401
7637,621403
7648,221101
7652,23401
7654,306101
7658,611001
7662,159104
7669,231401
7670,28301
7673,521304
7686,306101
7687,702502
7688,221301
7698,136001
7701,211101
7716,33202
7722,32501
7723,306904
7732,211101
7742,159104
7745,26401
7757,823301
7759,301301
7764,231301
7769,511401
7770,28301
7771,221301
7772,812401
7779,811601
7781,221201
7782,212101
7794,14301
7802,301111
7803,531501
7805,306401
7807,702401
7814,140206
7819,622304
7820,301004
7821,214102
7825,212101
7827,531201
7829,12101
7847,231201
7850,29902
7854,301401
7855,23401
7864,306701
7870,211101
7879,306902
7893,159104
7898,211101
7900,211101
7902,611001
7908,23401
7913,702502
7927,623002
7933,211101
7949,211101
7951,301004
7963,512301
7968,155203
7969,415201
7974,33201
7981,811601
7985,622304
7990,221301
8001,231401
8003,531601
8007,413101
8010,231301
8036,212101
8041,29902
8050,301004
8053,621403
8058,23401
8061,211101
8066,211101
8067,812301
8068,23301
8069,622201
8076,158201
8079,811501
8082,140207
8085,158201
8086,158201
8096,307301
8100,154103
8103,221401
8106,622101
8112,157101
8116,32501
8124,14301
8126,211101
8130,23401
8131,155305
8137,881101
8138,155305
8139,301004
8140,415202
8141,414901
8148,23301
8150,212101
8157,307601
8158,307301
8161,611001
8167,14301
8171,705201
8178,23201
8183,561501
8184,211101
8186,231401
8193,702401
8196,211101
8204,531501
8220,705901
8224,21001
8227,155106
8228,32301
8233,306901
8236,156201
8237,155305
8239,512301
8240,221201
8243,140206
8244,621402
8250,154103
8254,22201
8261,611001
8264,612101
8268,29201
8273,821101
8286,211101
8291,307601
8300,136001
8304,301004
8311,811601
8314,155203
8328,305001
8330,212101
8331,158201
8332,13203
8333,221301
8336,155203
8337,155203
8341,420301
8356,705902
8370,841101
8373,813201
8376,812401
8380,231401
8383,411201
8385,414401
8390,611001
8391,420401
8397,307401
8401,531501
8405,835201
8406,155301
8416,702401
8424,812401
8426,305001
8428,31301
8430,415404
8432,420401
8437,871101
8440,705902
8450,414201
8455,811201
8471,812401
8472,155203
8476,231301
8485,301401
8486,221201
8488,301103
8489,301004
8492,624201
8505,612501
8512,811601
8524,306401
8527,305001
8529,157101
8533,306201
8548,140701
8549,155301
8554,301401
8557,301105
8560,301401
8563,511101
8572,811601
8578,221301
8581,301004
8582,306201
8587,157101
8589,306902
8595,811201
8598,211101
8602,624301
8603,531601
8608,221201
8621,823301
8623,214201
8629,521304
8632,812401
8637,550101
8649,231102
8659,156201
8665,531301
8671,541301
8673,140301
8689,232101
8690,155303
8694,307301
8695,22201
8703,153105
8704,24404
8714,306501
8719,307401
8724,417201
8725,621102
8729,212101
8743,151301
8748,23101
8751,871101
8752,831101
8754,14103
8755,531601
8760,305001
8765,305001
8767,306401
8773,301004
8786,814001
8787,511401
8791,871101
8792,211101
8793,31403
8815,814001
8818,413201
8825,420301
8827,211101
8828,301105
8829,512301
8830,307301
8831,13203
8832,622304
8842,511101
8847,14103
8854,885201
8866,29901
8869,231301
8871,23101
8876,621403
8880,415404
8887,23201
8889,140701
8890,521304
8899,307301
8900,301108
8907,155301
8908,903101
8909,301101
8911,411202
8914,420101
8916,511401
8925,306201
8926,307301
8932,306501
8939,23401
8946,212101
8951,212101
8953,411202
8954,231102
8955,301401
8956,521304
8958,531301
8973,132004
8976,212101
8978,301004
8979,13701
8981,541301
8982,23402
8983,212101
8991,531601
8994,212101
8995,811201
8996,705902
8998,305001
9000,541101
9006,301004
9010,612501
9012,23402
9022,307401
9038,221201
9044,411202
9045,512301
9047,221301
9056,705902
9057,420401
9060,814001
9061,31301
9064,301004
9067,826401
9071,702301
9074,416301
9077,811201
9078,301105
9081,420101
9082,31301
9085,23401
9093,611001
9094,33201
9095,14301
9100,305001
9109,14103
9110,213001
9111,12401
9114,512301
9119,23101
9126,14103
9131,307401
9132,621403
9133,31301
9134,414902
9136,306902
9139,31501
9145,512301
9146,301108
9151,155203
9153,23101
9155,231102
9156,155305
9158,23101
9160,414201
9162,411202
9168,512301
9172,521304
9175,155106
9177,621901
9182,531301
9187,864101
9191,306601
9197,884102
9198,231301
9202,414201
9203,705902
9206,140301
9219,221201
9225,705201
9228,140701
9232,621901
9236,420402
9237,306501
9240,23401
9246,23401
9248,521304
9250,231301
9251,306101
9261,140701
9263,31403
9265,511401
9269,31403
9271,814001
9286,14103
9292,211101
9298,871101
9308,23101
9309,621402
9312,221201
9315,814001
9318,531201
9322,32101
9336,306902
9342,212101
9345,23101
9356,884102
9365,214401
9373,307401
9381,826401
9385,213001
9387,23201
9388,155401
9389,881201
9394,155203
9403,306502
9405,306201
9409,23201
9417,23201
9432,704001
9433,134102
9435,134302
9443,704001
9444,140701
9445,155203
9446,32101
9448,611001
9455,28203
9463,27101
9470,306201
9472,306201
9477,623001
9484,131202
9500,307201
9505,301105
9516,29202
9543,622201
9546,621403
9547,13203
9551,302001
9554,307601
9556,611001
9568,155106
9576,611001
9579,622304
9580,811401
9588,158501
9589,702201
9598,832201
9602,303002
9604,306301
9606,306101
9607,29903
9615,28301
9636,622101
9637,155301
9645,221401
9648,862101
9656,302001
9671,511302
9674,29903
9675,23201
9676,531601
9680,303001
9682,885201
9690,33201
9694,140401
9702,621401
9703,221401
9708,307301
9710,523001
9712,302001
9714,623001
9716,413102
9723,611001
9726,214301
9727,307201
9761,110102
9763,307501
9767,306301
9784,414901
9790,811601
9792,884102
9794,521304
9803,306301
9808,140602
9811,22201
9819,303001
9825,811501
9828,303001
9831,531301
9833,155203
9835,825201
9836,213001
9837,28202
9840,221401
9850,511501
9856,155304
9860,306201
9862,306904
9864,31501
9872,232101
9875,140201
9879,306301
9881,531501
9882,511302
9900,884102
9903,301301
9904,621401
9908,701401
9913,307301
9915,301102
9917,22103
9922,411202
9930,301004
9933,29902
9940,133901
9946,521303
9947,13201
9954,23402
9960,306903
9969,132004
9970,413201
9975,884102
9976,511101
9978,155302
9982,512301
9983,824101
9985,140304
9989,306301
9994,132004
9997,301105
10005,140201
10008,301108
10014,301107
10015,812201
10016,705901
10017,823101
10022,31401
10031,305001
10033,842101
10036,215101
10037,140701
10044,863201
10050,305001
10058,306401
10064,29903
10068,140204
10070,301102
10072,306902
10074,511502
10075,705902
10081,872101
10085,140503
10088,521304
10095,705901
10106,155301
10108,307501
10113,420402
10119,307101
10122,24101
10134,511401
10142,121105
10148,307101
10149,307301
10152,221301
10157,13201
10158,817301
10165,151108
10169,231301
10184,306601
10187,301109
10190,307301
10195,110103
10199,29203
10200,306901
10205,23401
10206,140204
10209,132004
10220,901501
10233,140503
10234,303001
10248,140701
10252,31301
10254,811201
10258,521304
10261,33201
10262,135001
10266,512301
10272,212301
10281,306101
10292,871101
10294,122101
10302,301109
10303,306301
10315,214301
10318,301102
10321,31102
10330,153101
10334,232101
10336,305001
10346,306101
10365,158201
10367,811401
10370,416205
10371,811501
10372,842101
10377,307401
10380,301104
10381,231301
10382,307201
10383,23201
10387,413201
10391,23402
10399,13201
10401,414201
10403,301105
10404,301101
10410,301107
10424,811201
10432,31401
10434,812102
10437,301110
10440,521304
10441,301109
10444,301401
10452,140701
10456,411202
10460,511302
10468,704001
10473,301301
10486,155301
10487,303001
10491,622101
10497,215105
10498,306903
10499,28202
10510,132004
10515,531401
10516,140701
10517,31301
10519,301110
10526,307102
10528,307301
10537,521304
10548,511301
10551,232101
10552,701501
10563,132004
10564,413201
10566,28302
10568,812201
10575,521304
10599,301109
10600,812901
10604,29903
10605,301109
10610,306904
10611,33201
10614,32101
10617,511302
10619,14103
10622,413102
10634,306201
10644,414201
10658,155302
10660,221101
10662,122101
10665,213001
10667,306301
10668,307401
10675,512301
10679,301104
10680,705901
10682,701501
10687,622201
10691,622304
10692,155305
10695,301102
10697,31402
10701,307501
10702,23201
10709,420101
10713,221301
10717,811601
10719,213001
10725,811201
10730,306903
10736,531201
10737,303002
10742,140204
10773,521304
10782,531301
10783,823301
10788,621301
10799,531501
10813,23101
10820,155203
10828,511402
10832,622101
10833,22201
10834,29203
10838,110102
10843,306501
10855,562101
10856,306901
10858,531601
10859,14103
10860,622304
10864,301110
10868,31501
10891,842101
10892,705902
10895,415301
