idx,knowcode
3762,301004.0
3771,301004.0
3772,23301.0
3776,307601.0
3780,903101.0
3781,411101.0
3783,140206.0
3784,140206.0
3790,301004.0
3794,155303.0
3796,231401.0
3803,301004.0
3805,33202.0
3806,420101.0
3810,153201.0
3811,14103.0
3813,302001.0
3815,621202.0
3818,158201.0
3819,702201.0
3822,221201.0
3831,301004.0
3834,301103.0
3837,307101.0
3842,622101.0
3849,511301.0
3851,531701.0
3853,622304.0
3862,14301.0
3866,212101.0
3874,211101.0
3877,511501.0
3881,612101.0
3886,32101.0
3887,612501.0
3888,811401.0
3891,12402.0
3892,621102.0
3903,307601.0
3904,885201.0
3919,140204.0
3923,302001.0
3927,306903.0
3935,301004.0
3939,531201.0
3944,623001.0
3948,212101.0
3953,420401.0
3954,159104.0
3956,621202.0
3959,882201.0
3960,705901.0
3961,140501.0
3963,301004.0
3964,622304.0
3970,621401.0
3973,23402.0
3974,621101.0
3975,155301.0
3977,511301.0
3978,811401.0
3986,155303.0
3989,302001.0
3991,511401.0
4000,157101.0
4001,306101.0
4003,812301.0
4005,154103.0
4007,307501.0
4015,811201.0
4018,307501.0
4022,221201.0
4024,13305.0
4027,240301.0
4029,212101.0
4040,301004.0
4042,306101.0
4043,132004.0
4071,140501.0
4080,511301.0
4084,212101.0
4097,306701.0
4098,811901.0
4100,140206.0
4107,301101.0
4115,623001.0
4117,622304.0
4127,212101.0
4131,415404.0
4133,531401.0
4134,550201.0
4135,811401.0
4139,621401.0
4142,561501.0
4153,831101.0
4156,307601.0
4165,415101.0
4166,307501.0
4168,702502.0
4170,231201.0
4175,420401.0
4179,306301.0
4182,411101.0
4187,823301.0
4194,231301.0
4198,231401.0
4223,31501.0
4224,32501.0
4226,705902.0
4230,155305.0
4238,23101.0
4239,885201.0
4246,140501.0
4252,413201.0
4257,301103.0
4288,420402.0
4289,14301.0
4290,155305.0
4298,231301.0
4303,153102.0
4304,140206.0
4307,23403.0
4310,303001.0
4316,31301.0
4329,29902.0
4333,140601.0
4335,221401.0
4338,306301.0
4340,221101.0
4341,814001.0
4342,212101.0
4346,303001.0
4350,621102.0
4354,306904.0
4355,301301.0
4360,134301.0
4375,813201.0
4380,212101.0
4382,622201.0
4388,301301.0
4391,212101.0
4393,306601.0
4399,550201.0
4405,14103.0
4406,415101.0
4407,531401.0
4413,541101.0
4414,221101.0
4417,23201.0
4425,811901.0
4426,211101.0
4441,306101.0
4442,221101.0
4444,23201.0
4452,212101.0
4453,140204.0
4456,413201.0
4459,212101.0
4470,211101.0
4479,151108.0
4483,212101.0
4495,23301.0
4496,884201.0
4497,511101.0
4498,221301.0
4500,14301.0
4511,531701.0
4516,23101.0
4528,411202.0
4532,826401.0
4538,14103.0
4552,811601.0
4556,821101.0
4557,211101.0
4558,307501.0
4559,14301.0
4564,231301.0
4568,221201.0
4570,306601.0
4571,159104.0
4579,14103.0
4583,306904.0
4592,511301.0
4593,306301.0
4598,211101.0
4600,511101.0
4603,301103.0
4611,155203.0
4614,13202.0
4615,811901.0
4619,823301.0
4622,301004.0
4627,212101.0
4633,306701.0
4640,903101.0
4641,511401.0
4647,23401.0
4650,306201.0
4653,705902.0
4671,871101.0
4680,154201.0
4684,212101.0
4699,621301.0
4704,413101.0
4721,415404.0
4731,531601.0
4736,821101.0
4737,306401.0
4738,416105.0
4752,303001.0
4753,541101.0
4754,885201.0
4775,307501.0
4780,231401.0
4782,415404.0
4783,871101.0
4785,23201.0
4788,158201.0
4789,884101.0
4797,155301.0
4800,622304.0
4805,621202.0
4806,511101.0
4807,414201.0
4811,885201.0
4829,531201.0
4833,420301.0
4835,615203.0
4836,307501.0
4837,512301.0
4844,531601.0
4846,306701.0
4854,306601.0
4871,307101.0
4878,132004.0
4891,306902.0
4904,413201.0
4909,622304.0
4912,531201.0
4913,812101.0
4917,212101.0
4920,531601.0
4927,531201.0
4930,622304.0
4933,612501.0
4935,702401.0
4943,622304.0
4945,212101.0
4953,301004.0
4956,28203.0
4958,622304.0
4967,29202.0
4968,12201.0
4969,621202.0
4971,612501.0
4974,29203.0
4975,212101.0
4978,140204.0
4980,14103.0
4981,221201.0
4983,621202.0
4991,231201.0
4999,307501.0
5002,22201.0
5009,211101.0
5013,420402.0
5017,413101.0
5018,231301.0
5019,307101.0
5033,212101.0
5036,705902.0
5041,306101.0
5054,702101.0
5061,531601.0
5063,212101.0
5064,623001.0
5066,155203.0
5076,302001.0
5081,306401.0
5083,811401.0
5084,31501.0
5086,13701.0
5090,420402.0
5092,231401.0
5093,301110.0
5097,232101.0
5104,23301.0
5110,306701.0
5117,232101.0
5131,511501.0
5142,231301.0
5144,307601.0
5145,22201.0
5147,306501.0
5174,221301.0
5183,531701.0
5184,132004.0
5185,23201.0
5187,612101.0
5189,140601.0
5190,306502.0
5193,31301.0
5196,212101.0
5201,214201.0
5219,415404.0
5221,29902.0
5227,212101.0
5228,512301.0
5229,23403.0
5233,212101.0
5254,23201.0
5255,416105.0
5260,306201.0
5271,306903.0
5272,612101.0
5274,307501.0
5278,307401.0
5279,301004.0
5294,841101.0
5299,811601.0
5303,306101.0
5319,212901.0
5322,301108.0
5347,306601.0
5350,306904.0
5351,415101.0
5356,621401.0
5365,811601.0
5377,231401.0
5378,140204.0
5388,306301.0
5390,301113.0
5395,301107.0
5398,134101.0
5401,212101.0
5408,140201.0
5413,21001.0
5418,531501.0
5419,521304.0
5420,705901.0
5421,621101.0
5428,414901.0
5429,140201.0
5435,28203.0
5438,621403.0
5439,140301.0
5449,621202.0
5453,882201.0
5454,531301.0
5455,23301.0
5457,301108.0
5458,140204.0
5460,414201.0
5462,306904.0
5464,155203.0
5465,303001.0
5468,624301.0
5475,811601.0
5477,415201.0
5482,32501.0
5494,240201.0
5497,158201.0
5504,531701.0
5512,531201.0
5524,885201.0
5526,531501.0
5553,33202.0
5556,415201.0
5579,159104.0
5582,812301.0
5585,531601.0
5586,232101.0
5590,531501.0
5591,813201.0
5597,812401.0
5611,307301.0
5618,306101.0
5619,232101.0
5636,214301.0
5639,306401.0
5640,301004.0
5649,413101.0
5655,420402.0
5656,531401.0
5660,511101.0
5671,307501.0
5676,221201.0
5681,23101.0
5690,211101.0
5693,212101.0
5694,307601.0
5695,221401.0
5701,621901.0
5703,155203.0
5720,306502.0
5721,622304.0
5743,212101.0
5748,306501.0
5751,811901.0
5752,301107.0
5753,159104.0
5758,214101.0
5759,301004.0
5762,811201.0
5767,231401.0
5776,521304.0
5779,624201.0
5782,612501.0
5793,301110.0
5801,24404.0
5803,306601.0
5815,884201.0
5816,221401.0
5818,416105.0
5820,415202.0
5825,420301.0
5832,31501.0
5836,159104.0
5840,212101.0
5841,232101.0
5843,31302.0
5852,158501.0
5854,157101.0
5859,221201.0
5860,302001.0
5874,416105.0
5875,28203.0
5877,884201.0
5878,303001.0
5884,306903.0
5890,23401.0
5894,622304.0
5900,221401.0
5906,29202.0
5910,158501.0
5915,231301.0
5916,863201.0
5922,307501.0
5925,531201.0
5926,521201.0
5941,811601.0
5946,159104.0
5950,884201.0
5951,307401.0
5952,29203.0
5961,132004.0
5962,22201.0
5967,521304.0
5972,413201.0
5974,211101.0
5979,32301.0
5983,211101.0
5999,140301.0
6003,621202.0
6009,531401.0
6011,415101.0
6012,623002.0
6014,14301.0
6020,32501.0
6022,14301.0
6029,411202.0
6030,212101.0
6032,221201.0
6033,306301.0
6047,211101.0
6055,231201.0
6060,153106.0
6064,306101.0
6071,23101.0
6072,301004.0
6074,212101.0
6085,306501.0
6088,621101.0
6091,231401.0
6095,23201.0
6097,132002.0
6098,131101.0
6099,622304.0
6103,541101.0
6105,884201.0
6118,521303.0
6131,705901.0
6133,212101.0
6136,140701.0
6137,155303.0
6141,705901.0
6143,155305.0
6149,33201.0
6162,301106.0
6185,212101.0
6186,301101.0
6188,221401.0
6194,13202.0
6195,811501.0
6198,622304.0
6199,420402.0
6200,132004.0
6201,307501.0
6207,31301.0
6216,303001.0
6226,511501.0
6227,420402.0
6233,621202.0
6236,411202.0
6239,621101.0
6240,307301.0
6241,812301.0
6249,31301.0
6253,231401.0
6255,301103.0
6261,811601.0
6271,159104.0
6277,621401.0
6280,23201.0
6297,221101.0
6300,512102.0
6302,301004.0
6304,307601.0
6305,31501.0
6307,301004.0
6309,155305.0
6314,413202.0
6318,701701.0
6320,306601.0
6321,623002.0
6326,885201.0
6328,23402.0
6329,23401.0
6331,885101.0
6336,211101.0
6337,307501.0
6338,211101.0
6341,153203.0
6353,511501.0
6357,306903.0
6361,811201.0
6370,420402.0
6375,306901.0
6377,621101.0
6379,153202.0
6381,420402.0
6383,221201.0
6387,306903.0
6391,136001.0
6392,22201.0
6395,511301.0
6397,814001.0
6399,23201.0
6403,416105.0
6409,420401.0
6410,705902.0
6414,415101.0
6423,24404.0
6432,212101.0
6433,155501.0
6434,32501.0
6435,212101.0
6439,155303.0
6443,211101.0
6444,415101.0
6446,863101.0
6449,413201.0
6453,232101.0
6454,28301.0
6455,306502.0
6456,622304.0
6461,623002.0
6465,307601.0
6472,512301.0
6486,231401.0
6489,624201.0
6490,531701.0
6500,155303.0
6504,872101.0
6506,420301.0
6507,622304.0
6517,307401.0
6518,622101.0
6520,306501.0
6541,212101.0
6542,23402.0
6561,416205.0
6563,705902.0
6570,811601.0
6573,622304.0
6580,512101.0
6581,154103.0
6584,212101.0
6585,13202.0
6591,140206.0
6595,31301.0
6597,306901.0
6599,140701.0
6609,155303.0
6616,31302.0
6619,621102.0
6621,531701.0
6622,140701.0
6631,31101.0
6636,306701.0
6638,413201.0
6639,531401.0
6640,133204.0
6646,306701.0
6647,151108.0
6656,612101.0
6662,23101.0
6663,23301.0
6666,702201.0
6667,811201.0
6671,306501.0
6676,511401.0
6677,140206.0
6678,702201.0
6679,307501.0
6696,22201.0
6699,521201.0
6711,301004.0
6715,232101.0
6720,140701.0
6727,531201.0
6737,132004.0
6740,622201.0
6745,301112.0
6746,813201.0
6751,622201.0
6760,23402.0
6771,623002.0
6776,511401.0
6792,22201.0
6797,812301.0
6798,623002.0
6801,13203.0
6805,212101.0
6806,134201.0
6808,885101.0
6817,305001.0
6821,415404.0
6827,302001.0
6828,702401.0
6833,884201.0
6834,301004.0
6837,158501.0
6845,621101.0
6847,306501.0
6848,231301.0
6859,13305.0
6860,622304.0
6865,812401.0
6890,23402.0
6893,521304.0
6901,307301.0
6906,812301.0
6913,301004.0
6915,212101.0
6918,420101.0
6926,26201.0
6927,531701.0
6934,211101.0
6937,13202.0
6950,212101.0
6974,301106.0
6981,702502.0
6997,622304.0
7000,306902.0
7002,621101.0
7003,301004.0
7012,841101.0
7020,211101.0
7023,623002.0
7032,420403.0
7037,155305.0
7038,420401.0
7039,701701.0
7045,903101.0
7048,301107.0
7050,121105.0
7057,307601.0
7059,212101.0
7064,811601.0
7070,31501.0
7074,212101.0
7085,23301.0
7089,622304.0
7096,301112.0
7108,550201.0
7110,132004.0
7112,420402.0
7115,882201.0
7119,212101.0
7120,702101.0
7122,301103.0
7123,153202.0
7125,306401.0
7128,705902.0
7142,306501.0
7143,212101.0
7150,702101.0
7161,301101.0
7169,812401.0
7189,23401.0
7191,212101.0
7198,307101.0
7204,511402.0
7208,621403.0
7221,23301.0
7228,23301.0
7231,512301.0
7238,306501.0
7239,826401.0
7241,14103.0
7248,621403.0
7259,812301.0
7266,621101.0
7267,853101.0
7268,140204.0
7271,154103.0
7273,306401.0
7275,305001.0
7278,623002.0
7280,13202.0
7283,414201.0
7299,221401.0
7309,155303.0
7310,240101.0
7313,14301.0
7327,306901.0
7328,306401.0
7336,231301.0
7345,301103.0
7348,214201.0
7355,211101.0
7356,307401.0
7359,622101.0
7369,521304.0
7371,305001.0
7372,23402.0
7373,811401.0
7374,23301.0
7377,622304.0
7383,415502.0
7384,221201.0
7388,904201.0
7390,415202.0
7392,153106.0
7395,301004.0
7410,306601.0
7416,29202.0
7417,415404.0
7420,303001.0
7423,622304.0
7425,306701.0
7429,701701.0
7430,561501.0
7434,612501.0
7444,211101.0
7449,31403.0
7454,413201.0
7459,863101.0
7467,301101.0
7469,110105.0
7470,307101.0
7480,23402.0
7484,415404.0
7486,811401.0
7487,301004.0
7489,705902.0
7491,705901.0
7495,415101.0
7496,302001.0
7497,213001.0
7498,531501.0
7505,140207.0
7522,702401.0
7526,213001.0
7540,705901.0
7544,705902.0
7547,14301.0
7554,811401.0
7558,307401.0
7580,550101.0
7582,221101.0
7584,413101.0
7588,221401.0
7590,622304.0
7598,14301.0
7605,140206.0
7607,212101.0
7610,140206.0
7617,621101.0
7620,307401.0
7625,621102.0
7626,31501.0
7627,307101.0
7628,212101.0
7630,301401.0
7637,621403.0
7648,221101.0
7652,23401.0
7654,306101.0
7658,611001.0
7662,159104.0
7669,231401.0
7670,28301.0
7673,521304.0
7686,306101.0
7687,702502.0
7688,221301.0
7698,136001.0
7701,211101.0
7716,33202.0
7722,32501.0
7732,211101.0
7742,159104.0
7745,26401.0
7757,823301.0
7759,301301.0
7764,231301.0
7770,28301.0
7771,221301.0
7772,812401.0
7779,811601.0
7781,221201.0
7782,212101.0
7794,14301.0
7802,301111.0
7803,531501.0
7805,306401.0
7807,702401.0
7814,140206.0
7819,622304.0
7820,301004.0
7821,214102.0
7825,212101.0
7827,531201.0
7829,12101.0
7850,29902.0
7854,301401.0
7855,23401.0
7864,306701.0
7870,211101.0
7879,306902.0
7893,159104.0
7898,211101.0
7900,211101.0
7902,611001.0
7908,23401.0
7913,702502.0
7927,623002.0
7933,211101.0
7949,211101.0
7951,301004.0
7963,512301.0
7968,155203.0
7981,811601.0
7985,622304.0
7990,221301.0
8001,231401.0
8003,531601.0
8007,413101.0
8010,231301.0
8036,212101.0
8041,29902.0
8050,301004.0
8053,621403.0
8058,23401.0
8061,211101.0
8066,211101.0
8067,812301.0
8068,23301.0
8069,622201.0
8079,811501.0
8082,140207.0
8085,158201.0
8086,158201.0
8096,307301.0
8100,154103.0
8103,221401.0
8106,622101.0
8112,157101.0
8116,32501.0
8124,14301.0
8126,211101.0
8130,23401.0
8131,155305.0
8137,881101.0
8138,155305.0
8139,301004.0
8140,415202.0
8141,414901.0
8148,23301.0
8150,212101.0
8157,307601.0
8158,307301.0
8161,611001.0
8167,14301.0
8171,705201.0
8178,23201.0
8183,561501.0
8184,211101.0
8186,231401.0
8193,702401.0
8196,211101.0
8204,531501.0
8220,705901.0
8224,21001.0
8227,155106.0
8228,32301.0
8233,306901.0
8236,156201.0
8237,155305.0
8239,512301.0
8240,221201.0
8243,140206.0
8244,621402.0
8250,154103.0
8254,22201.0
8261,611001.0
8268,29201.0
8273,821101.0
8286,211101.0
8291,307601.0
8300,136001.0
8304,301004.0
8311,811601.0
8314,155203.0
8328,305001.0
8330,212101.0
8331,158201.0
8333,221301.0
8336,155203.0
8337,155203.0
8341,420301.0
8356,705902.0
8370,841101.0
8373,813201.0
8376,812401.0
8383,411201.0
8390,611001.0
8391,420401.0
8397,307401.0
8401,531501.0
8406,155301.0
8416,702401.0
8424,812401.0
8426,305001.0
8428,31301.0
8430,415404.0
8432,420401.0
8437,871101.0
8440,705902.0
8450,414201.0
8455,811201.0
8471,812401.0
8472,155203.0
8476,231301.0
8485,301401.0
8486,221201.0
8488,301103.0
8489,301004.0
8492,624201.0
8505,612501.0
8512,811601.0
8524,306401.0
8527,305001.0
8529,157101.0
8533,306201.0
8548,140701.0
